Short__45__Chain__45__Acyl__45__CoAs	1
CPD__45__9534	5
CPD__45__9535	2
CPD__45__9536	2
Long__45__Chain__45__Polyphosphate	10
CPD__45__9530	2
CPD__45__9531	3
CPD__45__9532	2
CPD__45__9533	2
CPD__45__9539	4
CPD__45__3344	3
CPD__45__8950	1
CPD__45__8953	3
CPD__45__8952	2
CPD__45__8955	1
CPD__45__8954	2
CPD__45__8957	1
Co__45__chaperone__45__SP__45__2Fe2S__45__Complex	2
CPD__45__8959	3
CPD__45__8958	2
gammalinolenoyl__45__acp	1
Fatty__45__acid__45__methyl__45__esters	1
N__45__METHYLPHENYLETHANOLAMINE	1
DIOXOPIPERAZINE	1
Charged__45__tRNAs	1
DsrE__45__L__45__Cysteine	2
DOPAMINE	13
CPD__45__4101	4
Proteins__45__with__45__incorrect__45__disulfides	1
cis__45__delta17__45__3__45__oxo__45__C36__45__ACPs	2
CPD__45__321	1
CPD__45__10159	3
CPD__45__10158	2
Benzenediols	1
CPD__45__10151	3
CPD__45__10157	3
N__45__HYDROXYMETHYLUREA	2
GLYCYRRHIZINATE	1
N__45__Acetyl__45__beta__45__D__45__Hexosaminides	1
NITROGEN__45__MOLECULE	9
DPG	8
CPD__45__9412	2
tRNA__45__uridines	3
RIBOSE__45__15__45__BISPHOSPHATE	9
PHOSPHORYL__45__ETHANOLAMINE	10
_3__45__Methyl__45__2__45__Oxobut__45__Dehydrogenases	1
_23S__45__rRNA__45__adenine__45__2503	2
NDP__45__4__45__dehydro__45__26__45__dideoxy__45__D__45__glucose	2
PHENOLIC__45__STEROID	1
DEACETOXYCEPHALOSPORIN__45__C	2
Methylated__45__MtqC__45__Proteins	2
CPD1G__45__1354	5
CPD1G__45__1353	5
N__45__acetyl__45__D__45__mannosamine	3
CPD__45__13270	1
_11__45__DEOXY__45__CORTISOL	2
N4__45__N__45__ACETYL__45__BETA__45__D__45__GLUCOSAMINYL__45__F6	1
Fas__45__activated__45__ser__45__thre__45__protein	1
_3S__45__11__45__cis__45__3__45__hydroxyretinal__45__RBPs	1
ALDOSTERONE	1
CPD__45__7107	3
CPD__45__7106	1
CPD__45__7105	2
CPD__45__7104	2
CPD__45__7102	2
CPD__45__7101	1
CPD__45__7100	2
_3__45__METHYLOXINDOLE	1
CPD__45__7108	1
E__45__37__45__DIMETHYLOCTA__45__16__45__DIEN__45__38__45__DIOL	2
SERYL__45__AMP	2
DAPHNIN	2
trans__45__D2__45__cis__45__D5__45__lignoceroyl__45__ACPs	2
DEOXYAMIDINOPROCLAVAMINATE	2
_3__45__OH__45__BENZALDEHYDE	3
VITAMIN_D3	2
VITAMIN_D2	1
CPD__45__16004	1
CPD__45__16003	1
CPD__45__16002	1
CPD__45__16001	2
ADENOSINE	17
CPD__45__14320	4
CPD__45__16009	1
CPD__45__15422	2
_3__45__Dehydropyranoses	1
linolenoyl__45__acp	1
ALPHA__45__METHYL__45__5__45__ALPHA__45__ERGOSTA	2
_2__45__OCTAPRENYL__45__6__45__HYDROXYPHENOL	2
PROTOAPHIN__45__AGLUCONE	1
_5__45__PHOSPHORIBOSYL__45__N__45__FORMYLGLYCINEAMIDINE	2
CPD__45__8098	2
_9__45__CIS11__45__TRANS__45__OCTADECADIENOATE	1
Beta__45__D__45__fucosides	1
N__45__Methyl__45__L__45__Amino__45__Acids	1
Depurinated__45__DNA	2
L__45__THREONINE__45__O__45__3__45__PHOSPHATE	3
DIACYLGLYCEROL__45__PYROPHOSPHATE	3
_3__45__DEOXY__45__D__45__ARABINO__45__HEPTULOSONATE__45__7__45__P	2
UDP__45__L__45__ARA4__45__FORMYL__45__N	2
tRNAPhe__45__Containing__45__N1__45__Methylguanine__45__37	2
APS	10
Guanosine__45__2922__45__in__45__27S__45__pre__45__rRNA	1
ALGINATE	7
PHOSPHORYL__45__CHOLINE	9
PROTEIN__45__LIPOYLLYSINE	7
_2__45__TRANS6__45__TRANS__45__FARNESAL	4
Pyruvate__45__Kinases	1
CPD__45__9056	2
CPD__45__9055	2
_11C__45__Retinal__45__RALBPs	6
CPD__45__13783	3
CPD__45__13782	2
CPD__45__13781	3
CPD__45__13786	1
CPD__45__13785	2
CPD__45__13784	1
CPD__45__13789	1
ASPULVINONE__45__E	1
NIACINAMIDE	20
CPD__45__3161	4
GLUCURONOXYLAN__45__4__45__O__45__METHYL__45__D__45__GLUCURONATE	1
CPD__45__12838	1
CPD__45__12788	2
CPD__45__12789	1
Delta6__45__hexadecenoyl__45__ACPs	1
CPD__45__12784	2
CPD__45__12785	2
CPD__45__12786	2
CPD__45__12831	1
CPD__45__12836	2
CPD__45__12781	3
CPD__45__12782	2
CPD__45__12783	2
PRPP	24
_3__45__7__45__DIMETHYLXANTHINE	6
_24__45__DICHLORO__45__25__45__DIHYDRO__45__5__45__OXOFURAN__45__2__45__AC	1
IGFBP4	1
IGFBP5	1
CPD__45__15833	1
_5__45__4__45__ACETOXYBUT__45__1__45__YNYL__45__2__45__2__45__BITHIOPHENE	1
CPD__45__14401	1
CPD__45__14400	1
CPD__45__7250	1
CPD__45__14405	2
CPD__45__14404	2
CPD__45__14407	2
BENZOYLSUCCINYL__45__COA	2
Ferrohemoglobins	2
R__45____45__ALLANTOIN	1
CPD__45__12160	1
CPD__45__12161	1
CPD__45__12162	1
CPD__45__12163	2
CPD__45__12165	1
CPD__45__12167	1
CPD__45__6885	1
_2__45__DEOXY__45__D__45__GLUCOSE	3
CPD__45__458	11
CPD__45__455	1
CPD__45__454	1
CPD__45__457	1
CPD__45__456	1
_20__45__Gly__45__Glc__45__Protopanaxadiol__45__ginsenosides	1
CPD__45__453	1
CPD__45__452	2
CPD__45__183	7
CPD__45__182	2
CPD__45__181	1
CPD__45__180	2
Alpha__45__D__45__Glucuronides	1
CPD66__45__68	2
CPD__45__185	2
CPD__45__184	5
CPD66__45__65	1
_6__45__HYDROXYCYCLOHEX__45__1__45__ENE__45__1__45__CARBONYL__45__COA	2
CPD__45__189	2
SUPER__45__OXIDE	4
CPD66__45__61	1
CPD__45__14911	1
CPD66__45__63	1
CPD66__45__62	1
D__45__CARNITINE	3
L__45__OCTANOYLCARNITINE	1
_26__45__DICHLORO__45__P__45__HYDROQUINONE	5
cis__45__cis__45__D7__45__25__45__3__45__hydroxyC44__45__2__45__ACPs	2
_6__45__OXO__45__HEXANOATE	5
CPD__45__9949	3
CPD__45__9948	1
Ecdysteroids	2
Methylated__45__MtmC__45__Proteins	2
CPD__45__9947	2
N__45__ACETYL__45__BETA__45__D__45__GLUCOSAMINYL__45__16__45__ETCETERA	1
CPD__45__2221	1
CPD__45__9940	2
CPD__45__2222	2
CPD__45__239	4
CPD__45__238	2
N__45__sulfo__45__D__45__glucosamine	2
CPD__45__8548	1
CPD__45__8549	1
CPD__45__983	2
CPD__45__230	1
CPD__45__981	2
CPD__45__8013	3
CPD__45__8542	1
CPD__45__234	2
CPD__45__8540	1
CPD__45__984	1
b__45__Hydroxy__45__cis__45__D5__45__dodecenoyl__45__ACPs	2
HISTAMINE	4
DEOXYLIMONONIC__45__ACID__45__D__45__RING__45__LACTONE	1
CPD__45__15756	1
CPD__45__15754	2
CPD__45__15207	2
CPD__45__15752	1
CPD__45__15753	1
CPD__45__15750	1
CPD__45__15751	1
CPD__45__15208	2
CPD__45__15209	3
_13__45__DIHYDROXY__45__N__45__METHYLACRIDONE	1
CPD__45__10523	2
CPD__45__10520	2
CPD__45__10527	4
CPD__45__10525	1
CPD__45__10529	1
_4__45__HYDROXY__45__L__45__PROLINE	6
Carboxylates	40
Non__45__Galactosylated__45__Galactose__45__Acceptors	3
Metaretinochromes	3
Dermatan__45__NacGal	2
ALPHA__45__D__45__FRUCTOFURANOSE__45__BETA__45__D__45__FRUCTO	1
Phosphorylated__45__tyrosine__45__3__45__monooxygenases	1
_2__45__HYDROXYDAIDZEIN	2
BILIVERDINE	7
ETHYLENE__45__CMPD	5
ERGOSTEROL	7
DITHIOERYTHRITOL	1
_3__45__Methyl__45__Adenines	1
Ceramides__45__PE	1
CPD__45__16561	1
CPD__45__13122	2
CPD__45__15972	3
CPD__45__15973	1
CPD__45__15970	1
CPD__45__15971	1
CPD__45__15976	1
CPD__45__15977	1
CPD__45__15974	1
CPD__45__15975	2
INDOLE_ACETALDEHYDE	11
CPD__45__15978	1
CPD__45__15979	1
cis__45__cis__45__D7__45__19__45__3__45__oxo__45__C38__45__2__45__ACPs	2
_7__45__HYDROXY__45__2__45__OXINDOLE__45__3__45__ACETIC__45__ACID__45__GLUCO	1
CPD__45__6646	2
CPD__45__6645	2
CPD__45__6644	1
CPD__45__6643	1
CPD__45__6642	1
CPD__45__6641	5
_5__45__L__45__GLUTAMYL__45__PEPTIDE	1
_16__45__17__45__DIDEHYDROPROGESTERONE	1
KDO2__45__LIPID__45__IVA	8
ACENAPHTHENEQUINONE	1
REDUCED__45__MENAQUINONE	2
NDP__45__26__45__dideoxy__45__D__45__threo__45__4__45__hexulose	2
QUERCITRIN	1
mRNAs__45__with__45__5__45__triphosphate	1
CPD__45__14633	2
N__45__Alkylglycine	1
CPD__45__14322	1
ACETYL__45__P	13
Lipoyl__45__Protein__45__L__45__Lysine	6
CPD__45__14323	2
CPD__45__14636	1
CPD__45__12313	2
CPD__45__12311	1
CPD__45__12310	2
Oligosaccharides__45__4__45__deoxy__45__L__45__erythrohex	1
CPDQT__45__300	2
CPD__45__14635	2
CPD__45__13014	1
TRICHLOROETHENE	5
Isoflavones	2
D__45__MYO__45__INOSITOL__45__13__45__BISPHOSPHATE	1
CPD__45__7848	1
CPD__45__7849	3
CPD__45__7842	1
CPD__45__7843	1
CPD__45__7846	2
CPD__45__7847	2
CPD__45__7844	1
CHOCOLA_A	4
Chlorides	2
Large__45__branched__45__glucans	2
Metarhodopsin__45__Rh1	1
Guanine46__45__in__45__tRNA	1
CPD__45__16960	1
CREATININE	3
CPD__45__442	1
Guanine9__45__in__45__tRNA	1
D__45__ALLULOSE__45__6__45__PHOSPHATE	2
STRICTOSIDINE__45__AGLYCONE	2
CPD__45__16184	1
CPD__45__440	1
Factor__45__XIa	1
CPD__45__8555	1
AICAR	5
trans__45__D2__45__cis__45__cis__45__D7__45__19__45__C38__45__3__45__ACPs	2
GLYCYL__45__PEPTIDE	1
ALLOSE	2
NACMUR	4
CYCLOHEXYL__45__ISOCYANIDE	1
COUMARATE	10
CPD__45__16969	2
Glc__45__EGF__45__like__45__domain	1
SEPO3	4
CPD__45__13378	3
HYDROXYMETHYL__45__ETCETERA__45__DIHYDROXYCYCLOHEX	1
A__45__L__45__GLYCOL	1
DICARBOXYLIC__45__ACID__45__MONOAMIDES	1
CPD__45__13371	3
CPD__45__13376	3
CPD__45__13377	3
CPD__45__13375	7
_5Z13E__45__15S__45__9__45__ALPHA15__45__DIHYDROXY__45__11__45__O	3
CPD__45__8895	1
_3R__45__All__45__trans__45__3__45__hydroxyretinal__45__RBPs	2
Pre__45__tRNA__45__3__45__prime__45__half__45__molecules	3
_10__45__DESACETYLTAXUYUNNANIN__45__C	1
_5__45__Methylcytosine__45__49__45__tRNAs	1
Protein__45__fructosamines	1
CPD__45__13198	4
L__45__GLYCERALDEHYDE	2
RICININE	1
CPD__45__8896	2
MAP__45__kinase__45__MEK	1
TDP	43
R__45__NICOTINE	1
CPD__45__14310	2
CPD__45__9550	1
Aliphatic__45__Amines	2
CPD__45__9557	1
CPD__45__13996	1
CPD__45__13997	2
CPD__45__13994	1
CPD__45__13995	1
CPD__45__13992	1
CPD__45__13993	1
Peptidoglycan__45__with__45__L__45__lysine__45__pentapeptide	2
CPD__45__8978	2
CPD__45__8974	1
CPD__45__8973	1
SANGUINARINE	2
CPD__45__10318	1
CPD__45__14348	2
CPD__45__14349	2
CPD__45__14619	1
CPD__45__14342	1
CPD__45__14615	5
CPD__45__10313	2
CPD__45__10314	2
CPD__45__15568	3
TAGATOSE__45__1__45__6__45__DIPHOSPHATE	2
CPD__45__15567	2
CPD__45__15566	2
carbo__45__me__45__ur__45__34__45__tRNA	1
CPD__45__4122	4
CPD__45__4123	2
CPD__45__4124	3
CPD__45__4125	3
CPD__45__4126	2
CPD__45__4127	3
Acyl__45__homoserine__45__lactones	3
UDP__45__AA__45__GLUTAMATE	4
Cleaved__45__type__45__1__45__transmembrane__45__domains	1
ISOVALERYL__45__COA	8
CHLOROBENZENE	1
CPD__45__11590	1
CPD__45__11591	1
Active__45__FeFe__45__hydrogenase__45__Subunits	1
CPD__45__11593	1
Cytidine__45__32__45__tRNAs	1
CPD__45__11268	1
INDOLE__45__3__45__ACETYL__45__GLN	1
O__45__ACETYLCARNITINE	1
CPD__45__14112	3
CPD__45__8209	2
CPD__45__8208	1
INDOLE__45__3__45__ACETYL__45__GLU	2
NOCARDICIN__45__A	1
L__45__Fucopyranoses	7
HYDROXY__45__915__45__DIOXOPROSTA__45__13__45__ENOATE	2
CPD__45__8200	1
CPD__45__8203	2
CPD__45__8202	2
D__45__fructofuranose__45__1__45__phosphate	1
CPD__45__8009	1
CPD__45__14969	5
CPD__45__14966	3
_23S__45__rRNA__45__adenine__45__2030	1
CPD__45__14965	6
CPD__45__14962	2
CPD__45__14963	2
CPD__45__14960	1
CPD__45__14961	2
_2__45__ARYL__45__2__45__METHYLMALONATE	1
PchE	2
CPD__45__8006	2
CPD__45__3402	4
_2__45__2__45__METHYLTHIOETHYLMALIC__45__ACID	2
CPD__45__8556	1
DTDP__45__L__45__DIHYDROSTREPTOSE	2
CPD__45__8550	1
CPD__45__220	4
DEOXYLIMONATE	1
Cytochromes__45__B__45__Oxidized	2
ETHANOL__45__AMINE	16
Polymannuronates	1
coagulogen	1
HYDROXY__45__METHYL__45__BUTENYL__45__DIP	4
Purine__45__Ribonucleosides	4
_4__45__isopropenyl__45__7__45__methyloxepan__45__2__45__one	2
Ribonucleoside__45__Monophosphates	5
CPD__45__13742	1
Cyclodextrins	3
ADP__45__D__45__ribosyl__45__nitrogen__45__reductases	2
ATRAZINE	3
QUINOLIN__45__4__45__OL	1
HYDROXYPROPANAL	4
_56__45__Dihydrouracil17__45__in__45__tRNAs	1
Ribosomal__45__protein__45__S12__45__Asp89	1
Oxoicosatetraenoates	1
Flavonol__45__7__45__O__45__beta__45__D__45__glucosides	1
Sophorosyloxy__45__FAs__45__O__45__6__45__Diacet	2
_9__45__RIBURONOSYLADENINE	2
D2__45__ENOYL__45__COA	1
Primary__45__Amines	2
trans__45__D2__45__cis__45__D19__45__C38__45__ACPs	2
_24__45__DIHYDROXYPTERIDINE	1
_28__45__Homocastasterone__45__Sulfates	1
CPD__45__14114	2
CPD__45__1825	3
Galactogen	2
CPD__45__15548	2
CPD__45__6782	2
L__45__ASCORBATE__45__6__45__PHOSPHATE	2
CPD__45__6781	3
_23S__45__rRNA__45__2__45__methyladenine2503	1
DsrE__45__Persulfides	2
Carboxylic__45__esters	1
PSEUDOTROPINE	3
VANILLIN	7
_8__45__Methoxyfurocoumarins	1
_3__45__HYDROXY__45__PROPIONATE	12
_1__45__O6__45__O__45__DIGALLOYL__45__BETA__45__D__45__GLUCOSE	3
BACCATIN__45__III	2
_2__45__methylpropanaloxime	1
Lysidine__45__tRNA__45__Ile2	1
ALPHA__45__PINENE__45__OXIDE	2
D__45__ALA__45__D__45__ALA	4
S__45__Substituted__45__L__45__Cysteines	7
LATIA__45__LUCIFERIN	1
Aryl__45__Alcohol	9
CPD__45__12766	2
PYROGALLOL	4
CPD__45__12762	1
CPD__45__12763	1
CPD__45__12760	2
SELENOHOMOCYSTEINE	3
DIACETYL	5
CPD__45__12768	2
CPD__45__12769	2
N__45__4__45__aminobutylidene__45__enzyme__45__lysine	2
XYLOSE	5
D__45__Aldonolactones	2
_3__45__HYDROXYPIMELYL__45__COA	4
CPD__45__17084	2
CPD__45__17085	1
Charged__45__ASN__45__tRNAs	3
GLYCOCHOLIC_ACID	2
IMIDAZOLE__45__ACETOL__45__P	2
CPD__45__14423	2
CPD__45__14422	2
CPD__45__14420	2
CPD__45__14427	6
CPD__45__14426	2
CPD__45__14425	2
CPD__45__14424	2
CPD__45__14429	2
CPD__45__14428	1
CPD__45__15234	1
CPD__45__12102	4
CPD__45__9038	2
CPD__45__12100	7
CPD__45__12101	1
CPD__45__12106	2
CPD__45__12107	1
CPD__45__12104	2
CPD__45__12109	1
CPD__45__9037	5
CPD__45__8788	1
CPD__45__8789	1
_4__45__DIMETHYLAMINOPHENYLAZOBENZENE	2
CPD__45__438	2
CPD__45__433	1
DUTP	6
CPD__45__8782	1
CPD__45__430	1
CPD__45__8785	4
CPD__45__435	1
CPD__45__8787	1
Deamido__45__bleomycins	1
_3Glc__45__Protopanaxadiol__45__ginsenosides	2
_23S__45__rRNA__45__N2__45__methylguanine1835	1
Protein__45__L__45__lysine	6
CPD__45__9787	3
CPD__45__9786	2
CPD__45__9969	1
CPD__45__9968	1
CPD__45__9962	3
CPD__45__9961	2
CPD__45__9960	2
CPD__45__9967	1
CPD__45__9789	2
CPD__45__2204	1
CPD__45__8564	2
UDP__45__ACETYL__45__CARBOXYVINYL__45__GLUCOSAMINE	2
Steroid__45__Esters	1
CPD__45__8563	2
CPD__45__8569	1
ERYTHRULOSE__45__1P	1
DEACETOXYVINDOLINE	2
CPD__45__14283	2
CPD__45__14282	2
Tubulins	1
CPD__45__14280	2
a__45__galctotetrose	1
_3__45__ADP__45__2__45__PHOSPHOGLYCERATE	1
CPD__45__14289	2
Peptide__45__C__45__terminal__45__Glycines	2
PREGNAN__45__21__45__AL	2
C4d__45__Proteins	1
Alkyl__45__enyl__45__acyl__45__gly__45__P__45__EtOH__45__amines	2
Ubiquinols	23
_3__45__ACYLOXYACYL__45__GROUP__45__OF__45__BACTERIAL__45__TOXIN	1
CPD__45__15771	2
CPD__45__15776	1
CPD__45__15777	1
CPD__45__15778	1
CPD__45__15779	1
S__45__NORCOCLAURINE	2
Aliphatic__45__N__45__Acetyl__45__Diamines	1
CPD__45__10058	4
CPD__45__10059	2
HYDROXYATRAZINE	3
CPD__45__10057	4
CPD__45__10054	1
CPD__45__10055	3
CPD__45__10052	1
CPD__45__10053	4
CPD__45__10050	2
CPD__45__10051	4
_5__45__OXOHEXANOATE	1
_4__45__ACETAMIDOBUTANOYL	1
Core__45__Protein__45__L__45__Ser__45__Xyl	2
CPD__45__11909	1
VESTITONE	2
CPD__45__15482	1
CPD__45__15483	1
CPD__45__15480	1
BENZYLAMINE	1
CPD__45__15486	3
CPD__45__11906	2
CPD__45__11905	2
CPD__45__15485	1
Formate__45__acetyltransferase__45__glycine	1
_6__45__OXOCYCLOHEX__45__1__45__ENE__45__1__45__CARBONYL__45__COA	3
VAL	22
Cytochrome__45__c__45__L__45__methionine	1
CPD1G__45__768	2
_2__45__DH__45__3__45__DO__45__D__45__ARABINONATE	4
UDP__45__MANNAC	3
ALL__45__TRANS__45__HEPTAPRENYL__45__DIPHOSPHATE	5
CPD__45__1789	1
CPD__45__1831	1
CPD__45__1786	2
L__45__EPINEPHRINE	3
Xyloglucan__45__tetraose	1
CPD__45__1834	3
CPD__45__1836	3
L__45__BETA__45__ASPARTYL__45__P	2
CPD__45__16742	2
HYDROGEN__45__PEROXIDE	292
Branched__45__chain__45__2__45__keto__45__acid__45__deH__45__P	1
PROPANE__45__1__45__2__45__DIOL	5
O__45__DICHLOROBENZENE	1
CPD__45__15958	1
CPD__45__15959	1
CPD__45__11675	3
CPD__45__11674	1
CPD__45__11671	3
CPD__45__11670	1
CPD__45__11673	1
CPD__45__15953	1
CPD__45__4664	4
CPD__45__4663	2
CPD__45__4662	2
CPD__45__4661	3
_13__45__BETA__45__D__45__XYLANS	1
QUINOLINE__45__4__45__CARBOXYLATE	1
CPD__45__16906	3
CPD__45__16907	4
CPD__45__16904	1
CPD__45__16905	4
CPD__45__16903	1
Oxidized__45__hemoproteins	1
CPD__45__94	2
CPD__45__16908	3
CPD__45__16909	1
Guaiacols	1
CPD__45__8162	1
Glc__45__Man9__45__GlcNAcs	1
Anthocyanidin__45__coum__45__rham__45__D__45__glucosides	1
BCCP__45__dimers	3
CPD__45__11938	4
D__45__RIBULOSE	7
CPD__45__15431	2
DCDP	6
Semiquinones	2
DIVINYL__45__PROTOCHLOROPHYLLIDE__45__A	6
a__45__fucose__45__sulfate	1
HOMO__45__CIT	4
LEUCOPELARGONIDIN__45__CMPD	3
_3__45__HYDROXY__45__ANTHRANILATE	7
CPD__45__12379	1
CPD__45__12378	2
cis__45__cis__45__D19__45__31__45__3__45__oxo__45__C50__45__2__45__ACPs	2
CPD__45__12371	2
CPD__45__12373	2
S__45__CHEILANTHIFOLINE	2
CPD__45__12374	2
CPD__45__12377	8
CPDQT__45__326	2
CPD__45__9009	1
S__45__ubiquitinyl__45__HECT__45__E3__45__UCP__45__L__45__cysteine	2
CPD__45__13720	2
CPD__45__7644	2
CPD__45__7645	2
CPD__45__7862	3
CPD__45__7647	2
CPD__45__7864	3
CPD__45__7641	2
CPD__45__7866	2
CPD__45__7643	2
CPD__45__7649	1
CPD__45__3521	1
XTP	2
D__45__ALPHABETA__45__D__45__HEPTOSE__45__7__45__PHOSPHATE	3
Deoxy__45__Ribonucleoside__45__3P	2
CPD__45__12710	1
FeS__45__Proteins	2
CA__43__2	10
CPD__45__12243	2
_19__45__HYDROXYTESTOSTERONE	2
Triacylglycerols	5
INDOLE__45__3__45__ACETYL__45__BETA__45__4__45__D__45__GLUCOSE	2
CPD__45__12595	1
CPD__45__12594	3
PROCOLLAGEN__45__L__45__LYSINE	1
Collagens	3
_18S__45__rRNA__45__N6__45__dimethyladenine1779__45__1780	1
Oxidized__45__Flavoproteins	26
CPD__45__13354	1
CPD__45__13357	2
CPD__45__13350	1
CPD__45__13351	1
CPD__45__13352	1
CPD__45__9449	1
CPD__45__13359	1
NN__45__dimethyl__45__terminal__45__PPK	2
CPD__45__705	4
CPD__45__704	3
FADH2	53
Gal__45__Gal__45__Xyl__45__Proteins	2
Polyamines	2
PYRAZINAMIDE	1
URATE	13
S__45__GERANYLGERANYL__45__PROTEIN	1
cis__45__cis__45__D5__45__17__45__3__45__oxo__45__C36__45__2__45__ACPs	2
SINAPYL__45__ALCOHOL	2
ERYTHRITOL	1
R__45__MANDELAMIDE	1
DNA__45__Cytosines	2
Flavonols	3
ISOMETHYLEUGENOL	1
CPD__45__3946	5
CPD__45__3945	4
CPD__45__3944	1
CPD__45__3943	3
CPD__45__3942	2
CPD__45__9570	2
CPD__45__9573	2
_7__45__8__45__Dihydroxyacyl__45__acyl__45__carrier__45__proteins	2
CPD__45__9577	2
CO__43__2	5
CHLOROHYDROQUINONE	3
Coniferyl__45__Esters	1
Poly__45__Gamma__45__D__45__Glutamate	2
CPD__45__8997	3
CPD__45__8996	1
CPD__45__8991	1
_5__45__Methylcytosine__45__48__45__tRNAs	1
CPD__45__8999	3
CPD__45__10333	2
CPD__45__14365	2
CPD__45__14366	1
CPD__45__10330	2
CPD__45__14360	2
D__45__fructose__45__1__45__phosphate	1
DTDP__45__RHAMNOSE	13
CPD__45__15015	2
CPD__45__15014	1
CPD__45__15545	2
CPD__45__15016	1
CPD__45__15011	1
CPD__45__15010	1
CPD__45__15541	3
CPD__45__15012	2
OXALO__45__SUCCINATE	4
CPD__45__15018	1
_16S__45__rRNA__45__uracil1498	1
_3S__45__CITRYL__45__COA	3
L__45__xylopyranose	2
CPD__45__8199	1
CPD__45__8198	1
Reduced__45__Rubredoxins	4
CPD__45__374	3
CPD__45__375	2
CPD__45__8197	1
CPD__45__377	6
CPD__45__8191	2
CPD__45__371	3
RHg	1
CPD__45__8192	2
CPD__45__16970	2
CPD__45__10198	3
LYSOSOMAL__45__ENZYME__45__D__45__MANNOSE	1
ACP	129
ENTB__45__CPLX	1
CPD__45__7953	3
D__45__Glucose	1
TREHALOSE__45__6P	12
Corrinoid__45__Fe__45__S__45__proteins	3
CPD__45__8228	1
MtqC__45__Proteins	2
CPD__45__8222	4
CPD__45__8225	3
CPD__45__14948	1
CPD__45__8160	1
CPD__45__380	7
CPD__45__14940	1
CPD__45__14941	1
CPD__45__14942	3
CPD__45__14943	2
CPD__45__14944	2
CPD__45__14945	1
CPD__45__14946	2
_16__45__HYDROXYTABERSONINE	2
CPD__45__8163	1
tRNA__45__containing__45__5__45__CarbMeAminome__45__uridine	1
CPD__45__384	2
Charged__45__LYS__45__tRNAs	2
CPD__45__8166	2
ALPHA__45__N__45__ACETYLNEURAMINYL__45__ETCETERA	2
COLUMBAMINE	3
CPD__45__386	1
CPD__45__7419	2
CPD__45__7418	2
CPD__45__16593	2
GAMMA__45__LINOLENOYL__45__COA	3
CPD__45__7411	1
CPD__45__7412	1
CPD__45__7415	2
CPD__45__7414	2
CPD__45__7417	2
_7__45__5__45__CARBOXYL__45__5__45__OXOPENTANYL__45__AMINOCEPHAL	1
_9FLUORENOL	2
NORSPERMIDINE	6
